director,belongs_to_collection,budget,id,popularity,revenue,runtime,belongs_to_collection.id,averageRating,numVotes,ROI,movies
Jan Sverák,,1031764.0,784.0,12.533,7566841.0,105.0,,7.8,14706.0,7.333887400607115,1
Jan de Bont,,94250000.0,1484.0,19.839499999999997,292381739.25,116.75,29531.666666666668,5.775,178589.25,4.942431423128814,4
Jane Campion,,7000000.0,713.0,11.114,116700000.0,116.0,,7.6,79471.0,16.67142857142857,1
Jay Roach,,49500000.0,948.2,19.2198,304688652.4,101.2,21207.2,6.619999999999999,240559.6,6.146408578091631,5
Jean Renoir,,8847685.0,776.0,12.253,0.0,106.0,,8.0,26874.0,0.0,1
Jean-Claude Lord,,4210000.0,3201.0,3.332,0.0,93.0,,5.0,796.0,0.0,1
Jean-Jacques Annaud,,46375000.0,1356.25,32.7405,93647335.5,116.0,,7.5249999999999995,94703.25,3.019793886902443,4
Jean-Luc Godard,,421333.3333333333,1559.3333333333333,10.711333333333334,184315.0,99.0,,7.733333333333333,29150.0,0.3234067824074074,3
Jean-Pierre Jeunet,,28500000.0,1517.5,14.761,86960977.0,127.5,,7.95,389323.0,8.6960977,2
Jean-Pierre Roux,,10000000.0,4968.0,8.001,0.0,91.0,,4.5,800.0,0.0,1
Jeannot Szwarc,,20000000.0,579.0,14.287,187884007.0,116.0,2366.0,5.8,71074.0,9.39420035,1
Jee-woon Kim,,15050245.0,4552.0,32.23,0.0,115.0,,7.2,57074.0,0.0,1
Jeff Stanzler,,200000.0,4913.0,7.49,0.0,83.0,,6.2,1410.0,0.0,1
Jeremy Leven,,25000000.0,1909.0,13.894,22200000.0,97.0,,6.7,48413.0,0.888,1
Jerry Zucker,,22000000.0,251.0,21.26,505000000.0,127.0,,7.1,198929.0,22.954545454545453,1
Jez Butterworth,,13000000.0,2084.0,13.626,0.0,93.0,,6.1,24547.0,0.0,1
Jim Fall,,450000.0,1812.0,7.397,2049595.0,89.0,,7.2,8255.0,4.554655555555556,1
Jim Gillespie,,17000000.0,3597.0,20.976,125586134.0,100.0,3601.0,5.7,134292.0,7.387419647058824,1
Jim Jarmusch,,6125000.0,1596.25,11.87275,40484075.25,117.75,,7.525,82603.25,5.370332036904761,4
Joachim Masannek,,5833536.0,1264.0,5.485,18873863.0,110.0,11173.0,3.5,702.0,3.235406964146617,1
Joe Dante,,19000000.0,1770.5,16.895,89488456.0,113.0,89151.0,7.05,127750.5,7.437837818181818,2
Joe Johnston,,111000000.0,1375.0,24.743,282484677.6666667,117.33333333333333,65811.5,6.5,373894.6666666667,2.5644488333845366,3
Joe Pytka,,80000000.0,2300.0,31.668,250200000.0,88.0,722961.0,6.5,164192.0,3.1275,1
Joe Wright,,29000000.0,4347.5,26.8035,126082285.5,125.0,,7.8,257621.0,4.3469665964285715,2
Joel Schumacher,,51562500.0,1764.375,20.690875,132761919.125,113.125,116888.0,6.2,162613.0,3.2859359418856657,8
John Badham,,19033872.6,2446.4,11.448200000000002,59175217.8,102.6,118805.0,6.339999999999999,49656.0,3.854941988533061,5
John Blanchard,,5000000.0,4226.0,14.951,0.0,86.0,,4.0,10454.0,0.0,1
John Boorman,,22000000.0,2224.0,8.2945,21354231.0,104.5,,6.35,16439.0,0.9864333602484472,2
John Cameron Mitchell,,2000000.0,1378.0,16.398,5179037.0,101.0,,6.4,32143.0,2.5895185,1
John Carpenter,,10055000.0,1526.142857142857,17.07628571428571,16365350.57142857,95.0,229029.0,7.042857142857144,129738.42857142857,4.648343451190477,7
John Cassavetes,,275000.0,753.0,8.711,0.0,130.0,,7.6,9649.0,0.0,1
John Dahl,,18000000.0,2045.0,6.741,0.0,106.0,,6.0,4951.0,0.0,1
John De Bello,,90000.0,2182.0,9.321,0.0,87.0,47983.0,4.7,12674.0,0.0,1
John Ford,,1677124.6666666667,1568.3333333333333,12.668333333333331,367919.0,114.66666666666667,,7.900000000000001,70272.66666666667,0.6923917993729464,3
John Frankenheimer,,22100000.0,1568.5,10.568,19934485.0,125.0,,6.85,54581.5,2.132963928571429,2
John G. Avildsen,,17000000.0,1542.0,26.894333333333332,109419593.66666667,116.66666666666667,3910.0,6.8999999999999995,283339.6666666667,43.82522405555556,3
John Glen,,31500000.0,704.6,18.613,176518734.8,130.4,645.0,6.6,92825.4,5.7068875352435064,5
John Guillermin,,5031000.0,2343.0,7.903499999999999,8009042.0,126.0,376743.5,6.6,15767.0,1.2595333566760036,2
John Herzfeld,,60000000.0,2749.0,16.396,56359980.0,120.0,,6.1,48569.0,0.939333,1
John Hughes,,8000000.0,2362.0,14.302999999999999,65391854.5,99.0,,7.4,222749.5,28.404536766666666,2
John Huston,,5945833.333333333,1932.6666666666667,15.051166666666665,1023099.8333333334,123.83333333333333,,7.466666666666666,65522.5,0.9845433559941522,6
John Irvin,,8500000.0,2099.0,16.556,16209459.0,106.0,,5.6,31107.0,1.9069951764705881,1
John Korty,,3000000.0,1884.0,17.851,0.0,96.0,133830.0,5.5,9733.0,0.0,1
John Landis,,25500000.0,816.5,16.5895,89204232.0,112.75,69292.33333333333,7.125,123224.0,3.9690662625925928,4
John Lasseter,,30000000.0,862.0,109.534,373554033.0,81.0,10194.0,8.3,893861.0,12.4518011,1
John Madden,,41000000.0,1828.0,17.5855,175715344.5,127.0,,6.5,123981.5,6.331205836140351,2
John McNaughton,,20000000.0,617.0,17.995,67200000.0,108.0,33059.0,6.5,109383.0,3.36,1
John McTiernan,,42200000.0,964.4,25.650599999999997,185991000.8,122.8,49007.75,7.6,361117.2,4.983967971944445,5
John Milius,,17000000.0,1880.0,14.429,38376497.0,114.0,,6.4,51436.0,2.257441,1
John Moore,,25000000.0,806.0,24.008,119188334.0,110.0,,5.5,56429.0,4.76753336,1
John Patrick Shanley,,25000000.0,2565.0,11.158,39404261.0,102.0,,5.8,34738.0,1.57617044,1
John Schlesinger,,14300000.0,2473.5,13.455,34573912.5,110.5,,6.25,56258.0,6.70740169,2
John Singleton,,42833333.333333336,571.0,15.308666666666667,133683742.66666667,106.0,308794.0,6.533333333333334,151156.0,4.7623385389162705,3
John Stephenson,,23000000.0,815.0,8.539,0.0,91.0,,6.0,5726.0,0.0,1
John Sturges,,2000000.0,966.0,12.411,4905000.0,128.0,110021.0,7.7,88118.0,2.4525,1
John Waters,,12000.0,692.0,8.164,6000000.0,92.0,,6.1,22126.0,500.0,1
John Woo,,74333333.33333333,1242.6666666666667,24.698666666666668,288751309.3333333,119.33333333333333,250019.5,6.5,237617.0,3.854568462407407,3
Johnnie To,,225000.0,2463.0,7.377,0.0,93.0,206072.0,7.4,5389.0,0.0,1
Jon Amiel,,66000000.0,1844.0,12.241,212404396.0,112.0,,6.3,108208.0,3.2182484242424243,1
Jon Avnet,,20500000.0,2561.0,13.520499999999998,76005943.0,119.0,,6.800000000000001,70777.0,5.9713367651515155,2
Jon Favreau,,140000000.0,1726.0,91.439,585174222.0,126.0,131292.0,7.9,946414.0,4.179815871428572,1
Jon Turteltaub,,49000000.0,2307.75,14.391250000000001,188531399.25,109.0,52984.0,6.675000000000001,133237.5,6.5794571876147385,4
Jonathan Caouette,,218.0,1435.0,7.328,1162014.0,91.0,,7.1,6401.0,5330.339449541284,1
Jonathan Demme,,14500000.0,1297.5,11.6125,147114839.5,111.5,9743.0,7.4,648959.0,8.251783165789472,2
Jonathan Frakes,,58000000.0,199.5,15.964500000000001,134000000.0,107.0,115570.0,7.0,94782.0,2.4732919254658383,2
Jonathan Lynn,,41300000.0,2069.0,16.946,106371651.0,98.0,103577.0,6.7,110587.0,2.575584769975787,1
Jonathan Mostow,,99333333.33333333,1998.3333333333333,20.06533333333333,204275186.33333334,106.66666666666667,528.0,6.599999999999999,168846.66666666666,1.8758150937873357,3
Josef Rusnak,,16000000.0,1090.0,15.955,18564088.0,101.0,,7.1,67472.0,1.1602555,1
Joseph L. Mankiewicz,,3450000.0,2765.0,11.312999999999999,75219.0,144.5,,7.6499999999999995,68592.5,0.05372785714285714,2
Joseph Losey,,2500000.0,4702.0,4.191,0.0,103.0,,5.8,1616.0,0.0,1
Joseph Sargent,,16500000.0,1640.5,13.5885,25940506.5,132.0,2366.0,5.1,21404.0,1.1278481086956522,2
Joshua Marston,,3000000.0,436.0,10.401,12450821.0,101.0,,7.4,34057.0,4.150273666666667,1
Juan Carlos Fresnadillo,,15000000.0,1562.0,26.484,65048678.0,100.0,1565.0,7.0,259588.0,4.336578533333333,1
Judd Apatow,,30000000.0,4964.0,18.217,219076518.0,129.0,779062.0,6.9,352056.0,7.3025506,1
Jules Dassin,,200000.0,934.0,19.846,460000.0,118.0,,8.1,29397.0,2.3,1
Julian Jarrold,,16500000.0,2977.0,14.768,37311672.0,120.0,,7.0,58538.0,2.2613134545454545,1
Julian Schnabel,,2962051.0,549.0,7.246,3011195.0,108.0,,6.9,19628.0,1.016591206565991,1
Julie Taymor,,28500000.0,3024.0,13.931999999999999,42962117.5,128.0,,7.35,94088.0,2.6749448722222224,2
Julien Temple,,10000000.0,2210.0,10.409,3916303.0,100.0,,5.4,20468.0,0.3916303,1
Julio Medem,,6500000.0,2588.0,3.393,0.0,119.0,,6.4,4457.0,0.0,1
Kar-Wai Wong,,7383333.333333333,1225.3333333333333,14.127333333333333,17971001.0,107.33333333333333,,7.366666666666667,76466.66666666667,29.82810104444444,3
Kari Skogland,,11000000.0,2165.0,9.462,0.0,96.0,,5.7,7324.0,0.0,1
Kathryn Bigelow,,33000000.0,685.0,15.132000000000001,45745624.5,133.5,,7.25,113943.5,1.8350025892857142,2
Katsuhiro Ôtomo,,10000000.0,149.0,44.882,0.0,124.0,,8.0,166255.0,0.0,1
Keenen Ivory Wayans,,32000000.0,4247.5,43.411500000000004,209620224.5,85.5,4246.0,5.75,191794.0,8.885428407602339,2
Ken Annakin,,7000000.0,4201.0,4.978,0.0,116.0,,5.3,656.0,0.0,1
Ken Kwapis,,35000000.0,2959.0,11.527,69307224.0,91.0,,5.3,38099.0,1.9802064,1
Ken Loach,,6500000.0,1116.0,10.282,22889018.0,127.0,,7.5,46961.0,3.5213873846153847,1
Kenneth Branagh,,45000000.0,3036.0,15.263,112006296.0,123.0,,6.4,51821.0,2.4890288,1
Kevin Costner,,22000000.0,1318.0,14.892999999999999,246252570.5,160.0,,7.7,154568.0,11.193298659090908,2
Kevin Lima,,85000000.0,4523.0,30.781,340487652.0,107.0,531799.0,7.0,177653.0,4.005737082352941,1
Kevin Macdonald,,6000000.0,1523.0,12.197,48027970.0,123.0,,7.7,176219.0,8.004661666666667,1
Kevin Munroe,,34000000.0,1273.0,18.138,95608995.0,87.0,,6.2,61517.0,2.8120292647058824,1
Kevin Smith,,7212833.333333333,2210.1666666666665,12.508666666666668,18104065.0,105.16666666666667,454841.25,7.233333333333332,158066.33333333334,29.187692730864196,6
Ki-duk Kim,,975000.0,1621.0,9.2575,1180282.5,92.5,,7.1,11948.0,1.2337668157894737,2
Kimberly Peirce,,2000000.0,226.0,12.237,11540607.0,118.0,,7.5,92715.0,5.7703035,1
Kinji Fukasaku,,4500000.0,3176.0,12.901,25000000.0,114.0,16302.0,7.6,169819.0,5.555555555555555,1
Larry Charles,,18000000.0,496.0,16.882,262552893.0,84.0,747168.0,7.3,380349.0,14.586271833333333,1
Lars von Trier,,9875000.0,743.0,11.63325,14348717.0,143.75,1952.0,7.525,73526.75,1.2114993958736795,4
Lasse Hallström,,22500000.0,1410.25,14.541250000000002,67424121.0,118.25,,7.35,129439.25,2.830517891363636,4
Lee Tamahori,,65000000.0,1890.5,15.447500000000002,90622701.0,100.0,142680.0,6.300000000000001,114053.0,1.4198225869047618,2
Len Wiseman,,60666666.666666664,894.0,38.21333333333333,196905478.0,118.66666666666667,2074.0,6.933333333333333,278278.3333333333,3.3555214472727273,3
Leonard Nimoy,,21000000.0,162.5,13.3515,110000000.0,112.0,151.0,7.0,77300.5,5.1875,2
Leos Carax,,28000000.0,2767.0,7.658,0.0,125.0,,7.6,12603.0,0.0,1
Leslie H. Martinson,,1377800.0,2661.0,12.777,3900000.0,105.0,,6.5,29881.0,2.8305995064595733,1
Lewis Gilbert,,19166666.666666668,685.3333333333334,22.56233333333333,169110519.66666666,122.66666666666667,645.0,6.766666666666667,97041.33333333333,10.392306292053664,3
Lewis Milestone,,724433.0,221.0,12.4435,1635006.0,130.0,,7.3,38835.0,4.1284703050113745,2
Liam Lynch,,22000000.0,2179.0,18.029,13405595.0,93.0,,6.8,102237.0,0.6093452272727272,1
Liev Schreiber,,7000000.0,340.0,9.823,2697930.0,106.0,,7.4,56843.0,0.38541857142857144,1
Lloyd Bacon,,439000.0,3062.0,8.062,2281000.0,89.0,,7.4,10842.0,5.195899772209567,1
Lodge Kerrigan,,68000.0,1479.0,6.958,0.0,79.0,,7.1,5217.0,0.0,1
Louis Leterrier,,150000000.0,1724.0,54.007,163712074.0,114.0,,6.7,437262.0,1.0914138266666666,1
Luc Besson,,40130169.666666664,98.0,29.11066666666667,103068384.66666667,135.0,,7.933333333333333,509409.6666666667,1.9209191064814817,3
Luc Jacquet,,3300000.0,1667.0,7.537,127392239.0,80.0,513585.0,7.5,56091.0,38.60370878787879,1
Luis Buñuel,,800000.0,4593.0,12.023,0.0,101.0,,7.9,39119.0,0.0,1
Luis Llosa,,45000000.0,2636.0,37.068,170362582.0,110.0,,5.6,62622.0,3.7858351555555556,1
M. Night Shyamalan,,56000000.0,1710.0,22.723,540527104.5,106.5,,7.4,627362.5,11.245133629166668,2
Marc Evans,,12000000.0,313.0,10.688,1381665.0,112.0,,7.5,12276.0,0.11513875,1
Marc Forster,,19666666.666666668,1164.3333333333333,14.924666666666667,71776422.0,110.66666666666667,,7.366666666666667,167382.0,5.895491513333333,3
Marc Lawrence,,60000000.0,2642.0,16.149,199043242.0,101.0,,6.2,108342.0,3.3173873666666664,1
Marc Meyer,,350000.0,270.0,0.6,0.0,98.0,,7.2,90.0,0.0,1
Marco Kreuzpaintner,,7566666.666666667,3046.3333333333335,10.319999999999999,695055.3333333334,112.66666666666667,,6.866666666666667,12140.0,0.2574279012345679,3
Marco S. Puccioni,,130000.0,3984.0,1.4,0.0,100.0,,6.1,438.0,0.0,1
Marcus Mittermeier,,40000.0,4896.0,2.791,0.0,85.0,,7.3,2628.0,0.0,1
Marcus Nispel,,45000000.0,1534.0,15.322,30822861.0,99.0,,5.4,42779.0,0.6849524666666666,1
Mario Bava,,400000.0,2994.0,5.741,0.0,100.0,,6.5,5939.0,0.0,1
Marion Hänsel,,5000000.0,2197.0,1.326,0.0,96.0,,7.2,508.0,0.0,1
Mark Christopher,,13000000.0,3682.0,11.858,16757163.0,106.0,,5.9,31586.0,1.2890125384615385,1
Mark L. Lester,,12000000.0,2620.0,8.982,15945534.0,88.0,,5.7,10719.0,1.3287945,1
Mark Pellington,,26750000.0,1855.0,14.041,27652639.5,118.0,,6.800000000000001,79202.0,0.864144984375,2
Mark Robson,,5000000.0,3055.0,8.622,50000000.0,123.0,,6.1,7544.0,10.0,1
Mark Sandrich,,609000.0,3080.0,10.127,3202000.0,101.0,,7.7,17574.0,5.257799671592775,1
Mark Steven Johnson,,110000000.0,1250.0,27.264,228738393.0,114.0,90306.0,5.3,224488.0,2.079439936363636,1
Marleen Gorris,,7950000.0,2736.0,5.7490000000000006,0.0,99.5,,6.75,6121.5,0.0,2
Martin Brest,,52000000.0,193.5,22.842,229650289.0,141.5,85861.0,7.25,190951.5,12.092700166666665,2
Martin Campbell,,66500000.0,1183.0,21.002499999999998,247297049.5,129.5,1151.0,6.6,166787.0,3.9854892321839084,2
Martin Koolhoven,,850000.0,908.0,2.907,0.0,82.0,,6.0,3301.0,0.0,1
Martin Scorsese,,45180000.0,1215.7,19.723899999999997,110098345.3,140.4,,7.909999999999999,486509.7,4.557887334599956,10
Mary Harron,,7000000.0,1359.0,23.313,34266564.0,102.0,86105.0,7.6,496717.0,4.895223428571429,1
María Lidón,,4000000.0,2191.0,4.091,0.0,95.0,,5.4,2558.0,0.0,1
Mathieu Kassovitz,,21300000.0,2688.0,22.3795,78445662.0,98.0,,6.949999999999999,129443.0,4.712199242307692,2
Matthew Robbins,,18000000.0,848.0,12.685,14110013.0,108.0,,6.7,15205.0,0.7838896111111111,1
Matthew Vaughn,,38250000.0,3553.0,15.2825,73705120.0,116.0,,7.449999999999999,211704.0,1.8798408230769232,2
McG,,146000000.0,2430.5,30.586,317729273.0,106.5,43278.5,6.0,260815.0,2.363738725326087,2
Mel Brooks,,12750000.0,1995.5,13.18,62196408.0,101.0,,7.55,158446.5,16.245588510855885,2
Mel Gibson,,47333333.333333336,797.0,47.80133333333333,314184585.6666667,148.0,,7.766666666666667,490885.0,8.776557475,3
Mel Smith,,18000000.0,1281.0,16.423,251212670.0,89.0,103372.0,6.5,98313.0,13.956259444444445,1
Mel Stuart,,3000000.0,252.0,46.7,4000000.0,100.0,,7.8,179771.0,1.3333333333333333,1
Menahem Golan,,25000000.0,1825.0,16.277,16057580.0,93.0,,5.8,50656.0,0.6423032,1
Michael Apted,,34500000.0,1951.0,15.3835,79242502.0,113.0,,6.15,33793.5,2.402301291595925,2
Michael Bay,,139000000.0,1066.0,22.11225,468919863.75,153.5,8650.0,6.675,402299.25,3.2972695220238095,4
Michael Caton-Jones,,65000000.0,3958.5,22.026,98979879.0,119.0,86336.0,5.4,72356.5,1.6036771761904762,2
Michael Cristofer,,42000000.0,2057.0,13.226,35402320.0,118.0,,6.1,53943.0,0.842912380952381,1
Michael Curtiz,,1165500.0,1799.0,11.308,8050250.0,106.5,,8.25,274224.5,7.898267389596891,2
Michael Davis,,39000000.0,4141.0,14.754,26820641.0,86.0,,6.7,144615.0,0.6877087435897435,1
Michael Haneke,,5865524.0,1118.0,11.963000000000001,22900687.5,124.0,,7.4,65583.0,3.6951706826603177,2
Michael Lehmann,,10000000.0,2696.0,10.291,554231.0,98.5,,6.4,80095.0,0.18474366666666667,2
Michael Mann,,86666666.66666667,856.3333333333334,21.313333333333333,189665206.0,140.66666666666666,,7.233333333333333,351658.6666666667,2.5624864958214624,3
Michael Moore,,6032000.0,1824.0,10.3068,37220395.0,109.6,,7.339999999999999,76386.4,14.680206093434345,5
Michael Patrick King,,65000000.0,4564.0,30.266,415252786.0,145.0,50457.0,5.6,116501.0,6.3885044,1
Michael Pressman,,25000000.0,1497.0,18.045,78656813.0,88.0,1582.0,6.1,51856.0,3.14627252,1
Michael Tolkin,,1227401.0,1411.0,7.141,1277401.0,100.0,,6.2,4942.0,1.0407364830238854,1
Michael Winterbottom,,8166666.666666667,1530.6666666666667,14.433999999999997,6834498.0,86.33333333333333,,5.866666666666666,22801.333333333332,0.9192258125,3
Michel Gondry,,11000000.0,1204.8,12.8522,25140212.2,102.2,,7.12,220075.8,2.1806322600000003,5
Michelangelo Antonioni,,4400000.0,2025.0,9.496,500000.0,112.0,,7.3,35885.5,0.07142857142857142,2
Mick Jackson,,25000000.0,619.0,20.168,411006740.0,129.0,,6.3,120601.0,16.4402696,1
Mikael Håfström,,25000000.0,3021.0,19.336,132963417.0,104.0,,6.8,256310.0,5.31853668,1
Mike Binder,,20000000.0,2355.0,9.482,22222308.0,124.0,,7.4,93239.0,1.1111154,1
Mike Figgis,,3600000.0,451.0,14.143,49800000.0,111.0,,7.5,115145.0,13.833333333333334,1
Mike Hodges,,18407231.0,2544.5,14.903,13553980.0,111.5,,6.95,40213.5,0.38725657142857145,2
Mike Judge,,10000000.0,1542.0,12.328,10827810.0,89.0,,7.7,243164.0,1.082781,1
Mike Newell,,78000000.0,693.0,67.9445,575310934.0,137.0,1241.0,7.4,346784.0,24.21147278666667,2
Mike Nichols,,20833333.333333332,2069.6666666666665,13.679333333333332,84138450.33333333,116.33333333333333,,7.333333333333333,108594.0,4.153653947178131,3
Milos Forman,,34750000.0,1067.25,16.9395,57172279.75,135.25,,7.925000000000001,377152.0,10.089212602134147,4
Nancy Meyers,,77500000.0,2781.0,18.7735,284140203.5,131.5,,6.65,222932.0,3.8143953021008405,2
Neil Burger,,16500000.0,1491.0,17.921,87892388.0,110.0,,7.6,355881.0,5.326811393939394,1
Neil Jordan,,51666666.666666664,2270.3333333333335,15.554666666666668,103443742.33333333,125.66666666666667,217704.0,7.133333333333333,128142.33333333333,1.800136484126984,3
Nelson Shin,,6000000.0,1857.0,13.188,5849647.0,84.0,,7.3,37574.0,0.9749411666666666,1
Nicholas Meyer,,19500000.0,164.0,13.172,96850000.0,113.0,151.0,7.45,92052.5,5.8277777777777775,2
Nicholas Ray,,1500000.0,221.0,10.451,4500000.0,111.0,,7.7,83927.0,3.0,1
Nick Gomez,,38000.0,1482.0,6.315,0.0,100.0,,6.8,924.0,0.0,1
Nicolas Roeg,,1500000.0,961.0,11.127500000000001,0.0,124.0,,6.95,37312.5,0.0,2
Nigel Cole,,10000000.0,2360.0,8.218,26330482.0,93.0,,6.9,17658.0,2.6330482,1
Niki Caro,,8000000.0,1088.0,11.443,41400000.0,101.0,,7.5,39632.0,5.175,1
Nimród Antal,,20000000.0,4597.0,16.223,22942221.0,88.0,,5.7,29789.0,1.14711105,1
Noel Marshall,,17000000.0,2989.0,5.992,2000000.0,102.0,,6.2,3268.0,0.11764705882352941,1
Nora Ephron,,21000000.0,858.0,13.049,227799884.0,105.0,,6.8,161714.0,10.847613523809525,1
Norman Jewison,,18150000.0,2249.5,10.721,0.0,106.0,,6.2,14630.5,0.0,2
Oliver Hirschbiegel,,18339750.0,613.0,13.59,92180910.0,156.0,,8.2,333187.0,5.026290434711488,1
Oliver Stone,,52333333.333333336,1379.1666666666667,15.636000000000001,147627652.83333334,146.0,,7.016666666666667,180712.5,7.465571607684488,6
Orson Welles,,1192181.75,1561.75,11.696750000000002,6366375.0,104.0,,7.925000000000001,135176.5,7.590139993448643,4
Oskar Roehler,,6000000.0,86.0,5.715,0.0,105.0,,6.6,7860.0,0.0,1
Otto Preminger,,2005000.0,1128.5,10.352,9025000.0,144.0,,7.5249999999999995,30545.25,3.9370710784313725,4
P.J. Hogan,,3000000.0,236.0,9.946,15119639.0,106.0,,7.2,35738.0,5.039879666666667,1
Pat O'Connor,,40000000.0,1921.0,11.896,65754228.0,119.0,,6.7,86216.0,1.6438557,1
Patty Jenkins,,8000000.0,504.0,12.001,60378584.0,110.0,,7.3,137347.0,7.547323,1
Paul Flaherty,,19000000.0,2778.0,8.7,7411659.0,89.0,,5.6,6804.0,0.3900873157894737,1
Paul Greengrass,,72500000.0,2502.5,24.0375,365662177.5,111.5,31562.0,7.85,521582.0,5.086364337142857,2
Paul Haggis,,6500000.0,1640.0,32.696,98410061.0,112.0,,7.7,420916.0,15.140009384615384,1
Paul McGuigan,,27000000.0,186.0,20.204,56308881.0,110.0,,7.7,300276.0,2.0855141111111113,1
Paul Michael Glaser,,27000000.0,865.0,16.194,38122105.0,101.0,,6.7,142008.0,1.4119298148148147,1
Paul Schrader,,4800000.0,2768.0,9.422,22743674.0,117.0,,6.3,21869.0,4.738265416666667,1
Paul Thomas Anderson,,26000000.0,2664.5,13.4875,45776698.5,172.5,,7.95,266096.5,2.0914738945945945,2
Paul Verhoeven,,73000000.0,608.6666666666666,26.10366666666667,245153174.0,123.0,48429.0,7.233333333333333,251584.0,4.125764917983604,3
Paul W.S. Anderson,,51500000.0,985.5,24.723,140205976.0,100.5,66508.5,6.15,217261.0,2.827713054112554,2
Pedro Almodóvar,,6718040.75,1165.25,11.975249999999999,50225245.75,104.0,,7.6,69326.0,8.28716777991477,4
Peggy Ahwesh,,30.0,4229.0,0.6,0.0,7.0,,5.5,50.0,0.0,1
Penny Marshall,,18000000.0,2280.0,16.808,151927281.0,104.0,,7.3,200596.0,8.4404045,1
Peter Berg,,70000000.0,4349.0,15.015,86658558.0,110.0,,7.0,118230.0,1.2379794,1
Peter Bogdanovich,,4000000.0,4703.5,3.5995,750000.0,104.5,,5.6,1107.0,0.125,2
Peter Chelsom,,50000000.0,4380.0,16.619,170128460.0,107.0,,6.1,43894.0,3.4025692,1
Peter Greenaway,,10000000.0,3098.0,4.858,20683.333333333332,119.66666666666667,3292.0,6.8,693.0,0.002068333333333333,3
Peter Hedges,,300000.0,1550.0,13.382,0.0,81.0,,7.0,20283.0,0.0,1
Peter Hyams,,28000000.0,4437.0,11.283,40400657.0,116.0,4438.0,6.8,49822.0,1.442880607142857,1
Peter Jackson,,80166666.66666667,400.6666666666667,48.659333333333336,580366658.3333334,159.66666666666666,119.0,8.066666666666666,894438.0,6.067536079799321,6
Peter Kassovitz,,45000000.0,2290.0,12.132,4956701.0,120.0,,6.6,15110.0,0.11014891111111111,1
Peter MacDonald,,41500000.0,2441.5,24.8305,94507805.5,100.0,5039.0,5.65,72611.0,1.500123896825397,2
Peter Medak,,11500000.0,2088.0,13.329,3275585.0,100.0,,6.6,13148.0,0.2848334782608696,1
Peter R. Hunt,,6500000.0,668.0,14.985,81974493.0,142.0,645.0,6.7,82127.0,12.611460461538462,1
Peter Segal,,75000000.0,1824.0,22.318,196482882.0,99.0,,6.8,328947.0,2.61977176,1
Peter Thorwarth,,2888030.0,344.0,6.287,0.0,110.0,703277.0,7.6,9703.0,0.0,1
Peter Webber,,50000000.0,1248.0,5.261,82169884.0,121.0,9743.0,6.2,104340.0,1.64339768,1
Peter Weir,,16400000.0,207.0,25.256,235860116.0,128.0,,8.1,429972.0,14.381714390243902,1
Peter Yates,,16250000.0,882.5,15.033000000000001,29410166.5,115.0,,6.75,45985.0,4.151449835016836,2
Peyton Reed,,28000000.0,1588.0,16.862,90449929.0,98.0,430186.0,6.0,88082.0,3.230354607142857,1
Phil Alden Robinson,,68000000.0,4614.0,15.942,193921372.0,124.0,,6.4,105069.0,2.8517848823529413,1
Phil Morrison,,1000000.0,1444.0,14.054,0.0,106.0,,6.9,22208.0,0.0,1
Phillip Noyce,,27000000.0,995.0,11.367,61005118.0,104.5,,5.9,19632.0,1.6576870000000001,2
Pitof,,100000000.0,314.0,34.868,82102379.0,104.0,,3.4,111548.0,0.82102379,1
Predrag Antonijevic,,10000000.0,2042.0,8.727,0.0,103.0,,7.3,10390.0,0.0,1
Quentin Tarantino,,17700000.0,628.6666666666666,36.115,103329686.5,127.83333333333333,2883.0,7.966666666666668,841488.3333333334,7.461976847777778,6
Rachid Bouchareb,,14500000.0,2016.0,9.291,22963701.0,128.0,,7.0,14025.0,1.5837035172413794,1
Rafael Marziano Tinoco,,83000.0,3884.0,1.4655,0.0,30.5,,8.4,19.0,0.0,2
Rainer Werner Fassbinder,,130000.0,216.0,7.054,0.0,93.0,,8.1,19147.0,0.0,1
Ralph Bakshi,,4000000.0,123.0,18.116,30471420.0,132.0,,6.2,29796.0,7.617855,1
Rand Ravich,,75000000.0,2900.0,11.162,19598588.0,109.0,,5.4,53175.0,0.26131450666666667,1
Randal Kleiser,,6000000.0,621.0,25.775,181813770.0,110.0,86083.0,7.2,243794.0,30.302295,1
Renny Harlin,,84000000.0,1490.5,21.5805,125024208.0,124.0,1570.0,6.45,182985.5,1.7656166,2
Reza Bagher,,2224000.0,442.0,3.091,28000000.0,105.0,,6.5,5069.0,12.589928057553957,1
Richard Attenborough,,22000000.0,783.0,17.311,77737889.0,191.0,,8.0,218516.0,3.533540409090909,1
Richard Benjamin,,31000000.0,4587.0,10.928,35419397.0,110.0,,6.7,28875.0,1.142561193548387,1
Richard Brooks,,3000000.0,261.0,7.627,17570324.0,108.0,,8.0,45427.0,5.8567746666666665,1
Richard Curtis,,40000000.0,508.0,20.49,244931766.0,135.0,793484.0,7.6,438801.0,6.12329415,1
Richard Donner,,43475000.0,1152.625,23.496624999999998,175059370.25,118.25,3872.6666666666665,7.075,143860.75,7.2114259812716455,8
Richard Eyre,,15000000.0,1259.0,9.934,49469904.0,92.0,,7.4,74878.0,3.2979936,1
